run_id,ticker,symbol,verdict,contract_type,strike_price,lots,total_shares,spot_entry,option_premium,spot_sl,spot_target,waterfall_score,position_value_inr,brokerage_fee_inr,total_cost_inr,executed_at,exit_price,exit_reason,realized_pnl_inr,realized_pnl_pct
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:24:13.717631Z,0.5,sl_hit,-12398.76,-99.19
ORDER_36,POS_36.NS,POS_36,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_37,POS_37.NS,POS_37,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:24:14.894932Z,0.5,eod_squareoff,-12398.76,-99.19
ORDER_38,POS_38.NS,POS_38,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_39,POS_39.NS,POS_39,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_40,POS_40.NS,POS_40,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_41,POS_41.NS,POS_41,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_42,POS_42.NS,POS_42,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_43,POS_43.NS,POS_43,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_44,POS_44.NS,POS_44,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_45,POS_45.NS,POS_45,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
NIFTY_OPTION_CE_20260808_062419,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,26.25,2026-08-08T06:24:19.067043Z,,,,
ORDER_46,POS_46.NS,POS_46,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_47,POS_47.NS,POS_47,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_48,POS_48.NS,POS_48,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
ORDER_49,POS_49.NS,POS_49,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:23:59.305171Z,0.5,sl_hit,-2498.63,-99.95
NIFTY_OPTION_CE_20260808_062419,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,92.68,2026-08-08T06:24:19.063047Z,784.37,target_hit,29145.82,291.46
NIFTY_OPTION_CE_20260808_062420,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,26.25,2026-08-08T06:24:20.694983Z,,,,
NIFTY_OPTION_CE_20260808_062420,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,45.06,2026-08-08T06:24:20.687987Z,23.41,sl_hit,-8854.56,-88.55
NIFTY_OPTION_PE_20260808_062421,^NSEI,NIFTY,BUY_PE,OPTION_PE,24000.0,1,50,24000.0,200.0,24360.0,23280.0,8.5,10000.0,20.0,26.25,2026-08-08T06:24:21.203808Z,,,,
NIFTY_OPTION_PE_20260808_062421,^NSEI,NIFTY,BUY_PE,OPTION_PE,24000.0,1,50,24000.0,200.0,24360.0,23280.0,8.5,10000.0,20.0,92.03,2026-08-08T06:24:21.194813Z,774.02,target_hit,28628.97,286.29
RELIANCE_SCALP_CE_20260808_062424,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,1320.0,6,1500,1334.8,19.43,1314.78,1374.84,10.0,29145.0,20.0,41.86,2026-08-08T06:24:24.572731Z,,,,
HDFCBANK_SCALP_PE_20260808_062425,HDFCBANK.NS,HDFCBANK,SCALP_PE,SCALP_PE,740.0,4,2200,731.0,9.99,741.96,709.07,9.0,21978.0,20.0,37.37,2026-08-08T06:24:25.111844Z,,,,
ICICIBANK_SCALP_PE_20260808_062425,ICICIBANK.NS,ICICIBANK,SCALP_PE,SCALP_PE,1430.0,2,1400,1421.0,13.59,1442.31,1378.37,9.0,19026.0,20.0,35.52,2026-08-08T06:24:25.605990Z,,,,
INFY_SCALP_CE_20260808_062426,INFY.NS,INFY,SCALP_CE,SCALP_CE,1160.0,2,800,1175.1,18.73,1157.47,1210.35,7.84,14984.0,20.0,32.99,2026-08-08T06:24:26.103223Z,,,,
TCS_SCALP_CE_20260808_062426,TCS.NS,TCS,SCALP_CE,SCALP_CE,2400.0,1,175,2452.7,57.3,2415.91,2526.28,10.0,10027.5,20.0,29.88,2026-08-08T06:24:26.736918Z,,,,
BHARTIARTL_SCALP_CE_20260808_062427,BHARTIARTL.NS,BHARTIARTL,SCALP_CE,SCALP_CE,1940.0,1,475,1959.9,27.15,1930.5,2018.7,10.0,12896.25,20.0,31.68,2026-08-08T06:24:27.731141Z,,,,
HINDALCO_SCALP_CE_20260808_062429,HINDALCO.NS,HINDALCO,SCALP_CE,SCALP_CE,1050.0,1,1400,1059.6,13.82,1043.71,1091.39,7.48,19348.0,20.0,35.72,2026-08-08T06:24:29.223321Z,,,,
TATASTEEL_SCALP_PE_20260808_062429,TATASTEEL.NS,TATASTEEL,SCALP_PE,SCALP_PE,190.0,1,5500,187.55,2.67,190.36,181.92,8.1,14685.0,20.0,32.8,2026-08-08T06:24:29.783861Z,,,,
BANKNIFTY_SCALP_PE_20260808_062437,^NSEBANK,BANKNIFTY,SCALP_PE,SCALP_PE,57800.0,1,15,57746.45,378.08,58612.65,56014.06,9.2,5671.2,20.0,27.15,2026-08-08T06:24:37.145460Z,,,,
NIFTY_OPTION_CE_20260808_062444,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,24.5,2026-08-08T06:24:44.046454Z,,,,
NIFTY_OPTION_CE_20260808_062444,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,99.31,2026-08-08T06:24:44.034730Z,890.37,target_hit,37189.19,512.95
RELIANCE_SCALP_CE_20260808_062500,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,1320.0,1,250,1334.8,19.43,1314.78,1374.84,10.0,4857.5,20.0,26.64,2026-08-08T06:25:00.170085Z,,,,
HDFCBANK_SCALP_PE_20260808_062500,HDFCBANK.NS,HDFCBANK,SCALP_PE,SCALP_PE,740.0,1,550,731.0,9.99,741.96,709.07,9.0,5494.5,20.0,27.04,2026-08-08T06:25:00.801214Z,,,,
ICICIBANK_SCALP_PE_20260808_062501,ICICIBANK.NS,ICICIBANK,SCALP_PE,SCALP_PE,1430.0,1,700,1421.0,13.59,1442.31,1378.37,9.0,9513.0,20.0,29.56,2026-08-08T06:25:01.612667Z,,,,
INFY_SCALP_CE_20260808_062502,INFY.NS,INFY,SCALP_CE,SCALP_CE,1160.0,1,400,1175.1,18.73,1157.47,1210.35,7.84,7492.0,20.0,28.29,2026-08-08T06:25:02.545117Z,,,,
TCS_SCALP_CE_20260808_062503,TCS.NS,TCS,SCALP_CE,SCALP_CE,2400.0,1,175,2452.7,57.3,2415.91,2526.28,10.0,10027.5,20.0,29.88,2026-08-08T06:25:03.205178Z,,,,
ORDER_0,POS_0.NS,POS_0,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_1,POS_1.NS,POS_1,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_2,POS_2.NS,POS_2,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_3,POS_3.NS,POS_3,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_4,POS_4.NS,POS_4,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_5,POS_5.NS,POS_5,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_6,POS_6.NS,POS_6,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_7,POS_7.NS,POS_7,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_8,POS_8.NS,POS_8,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
ORDER_9,POS_9.NS,POS_9,OPTION_CE,OPTION_CE,1000.0,1,50,1000.0,50.0,980.0,1050.0,8.0,2500.0,20.0,43.63,2026-08-08T06:25:08.771512Z,0.5,sl_hit,-2498.63,-99.95
NIFTY_CRASH,NIFTY.NS,NIFTY,OPTION_CE,OPTION_CE,24000.0,2,50,24000.0,200.0,23640.0,24720.0,8.0,10000.0,20.0,43.63,2026-08-08T06:25:09.170957Z,0.5,sl_hit,-9998.63,-99.99
RELIANCE_GAP,RELIANCE.NS,RELIANCE,EQUITY_CASH,EQUITY_CASH,0.0,1,100,1500.0,1500.0,1470.0,1560.0,8.0,150000.0,20.0,40.0,2026-08-08T06:25:09.185457Z,3000.0,target_hit,149980.0,99.99
NIFTY_OPTION_CE_20260808_062511,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,26.25,2026-08-08T06:25:11.588384Z,,,,
NIFTY_OPTION_CE_20260808_062511,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,92.68,2026-08-08T06:25:11.586294Z,784.37,target_hit,29145.82,291.46
NIFTY_OPTION_CE_20260808_062513,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,26.25,2026-08-08T06:25:13.203632Z,,,,
NIFTY_OPTION_CE_20260808_062513,^NSEI,NIFTY,BUY_CE,OPTION_CE,24000.0,1,50,24000.0,200.0,23640.0,24720.0,8.5,10000.0,20.0,45.06,2026-08-08T06:25:13.200632Z,23.41,sl_hit,-8854.56,-88.55
NIFTY_OPTION_PE_20260808_062513,^NSEI,NIFTY,BUY_PE,OPTION_PE,24000.0,1,50,24000.0,200.0,24360.0,23280.0,8.5,10000.0,20.0,26.25,2026-08-08T06:25:13.711653Z,,,,
NIFTY_OPTION_PE_20260808_062513,^NSEI,NIFTY,BUY_PE,OPTION_PE,24000.0,1,50,24000.0,200.0,24360.0,23280.0,8.5,10000.0,20.0,92.03,2026-08-08T06:25:13.699659Z,774.02,target_hit,28628.97,286.29
NIFTY_OPTION_PE_20260808_062514,^NSEI,NIFTY,BUY_PE,OPTION_PE,24000.0,1,50,24000.0,200.0,24360.0,23280.0,8.5,10000.0,20.0,26.25,2026-08-08T06:25:14.166703Z,,,,
NIFTY_OPTION_PE_20260808_062514,^NSEI,NIFTY,BUY_PE,OPTION_PE,24000.0,1,50,24000.0,200.0,24360.0,23280.0,8.5,10000.0,20.0,45.5,2026-08-08T06:25:14.161708Z,30.33,sl_hit,-8509.0,-85.09
BANKNIFTY_FUTURES_LONG_20260808_062514,^NSEBANK,BANKNIFTY,BUY_FUTURES,FUTURES_LONG,51000.0,2,30,51000.0,51000.0,50235.0,52530.0,9.0,1530000.0,20.0,211.25,2026-08-08T06:25:14.669827Z,,,,
BANKNIFTY_FUTURES_LONG_20260808_062514,^NSEBANK,BANKNIFTY,BUY_FUTURES,FUTURES_LONG,51000.0,2,30,51000.0,51000.0,50235.0,52530.0,9.0,1530000.0,20.0,1229.31,2026-08-08T06:25:14.665372Z,52600.0,target_hit,46790.69,3.06
BANKNIFTY_FUTURES_SHORT_20260808_062514,^NSEBANK,BANKNIFTY,SELL_FUTURES,FUTURES_SHORT,51000.0,2,30,51000.0,51000.0,51765.0,49470.0,9.0,1530000.0,20.0,211.25,2026-08-08T06:25:14.737136Z,,,,
BANKNIFTY_FUTURES_SHORT_20260808_062514,^NSEBANK,BANKNIFTY,SELL_FUTURES,FUTURES_SHORT,51000.0,2,30,51000.0,51000.0,51765.0,49470.0,9.0,1530000.0,20.0,1157.17,2026-08-08T06:25:14.733275Z,49400.0,target_hit,46862.83,3.06
BANKNIFTY_FUTURES_SHORT_20260808_062514,^NSEBANK,BANKNIFTY,SELL_FUTURES,FUTURES_SHORT,51000.0,2,30,51000.0,51000.0,51765.0,49470.0,9.0,1530000.0,20.0,211.25,2026-08-08T06:25:14.749446Z,,,,
BANKNIFTY_FUTURES_SHORT_20260808_062514,^NSEBANK,BANKNIFTY,SELL_FUTURES,FUTURES_SHORT,51000.0,2,30,51000.0,51000.0,51765.0,49470.0,9.0,1530000.0,20.0,1211.28,2026-08-08T06:25:14.746448Z,51800.0,sl_hit,-25191.28,-1.65
RELIANCE_CASH_BUY_20260808_062514,RELIANCE.NS,RELIANCE,CASH_BUY,EQUITY_CASH,0.0,1,20,2500.0,2500.0,2462.5,2575.0,8.0,50000.0,20.0,50020.0,2026-08-08T06:25:14.814706Z,,,,
RELIANCE_CASH_BUY_20260808_062514,RELIANCE.NS,RELIANCE,EQUITY_CASH,EQUITY_CASH,0.0,1,20,2500.0,2500.0,2462.5,2575.0,8.0,50000.0,20.0,40.0,2026-08-08T06:25:14.810708Z,2580.0,target_hit,1580.0,3.16
RELIANCE_CASH_SELL_20260808_062514,RELIANCE.NS,RELIANCE,CASH_SELL,EQUITY_CASH,0.0,1,20,2500.0,2500.0,2537.5,2425.0,8.0,50000.0,20.0,50020.0,2026-08-08T06:25:14.827692Z,,,,
RELIANCE_CASH_SELL_20260808_062514,RELIANCE.NS,RELIANCE,EQUITY_CASH,EQUITY_CASH,0.0,1,20,2500.0,2500.0,2537.5,2425.0,8.0,50000.0,20.0,40.0,2026-08-08T06:25:14.820702Z,2420.0,target_hit,1580.0,3.16
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,10000.0,40.0,9800.0,10500.0,8.0,10000.0,20.0,43.76,2026-08-08T06:25:22.936689Z,0.5,eod_squareoff,-9898.76,-98.99
NIFTY_SCALP_CE_20260808_062527,NIFTY,NIFTY,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:25:27.476966Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_SCALP_CE_20260808_062527,RELIANCE,RELIANCE,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:25:27.480430Z,7.34,eod_squareoff,-4290.52,-85.81
HDFCBANK_SCALP_CE_20260808_062527,HDFCBANK,HDFCBANK,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:25:27.481962Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:25:36.816204Z,0.5,sl_hit,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:25:38.202157Z,0.5,eod_squareoff,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,10000.0,40.0,9800.0,10500.0,8.0,10000.0,20.0,43.76,2026-08-08T06:25:51.697948Z,0.5,eod_squareoff,-9898.76,-98.99
NIFTY_SCALP_CE_20260808_062553,NIFTY,NIFTY,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:25:53.830365Z,7.34,eod_squareoff,-4290.52,-85.81
NIFTY_OPTION_CE_20260808_062559,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,24.5,2026-08-08T06:25:59.642845Z,,,,
NIFTY_OPTION_CE_20260808_062559,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,99.31,2026-08-08T06:25:59.635849Z,890.37,target_hit,37189.19,512.95
RELIANCE_SCALP_CE_20260808_062553,RELIANCE,RELIANCE,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:25:53.831364Z,7.34,eod_squareoff,-4290.52,-85.81
NIFTY_OPTION_CE_20260808_062600,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,24.5,2026-08-08T06:26:00.625574Z,,,,
NIFTY_OPTION_CE_20260808_062600,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,24.5,2026-08-08T06:26:00.963586Z,,,,
NIFTY_OPTION_CE_20260808_062600,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,99.31,2026-08-08T06:26:00.616578Z,890.37,target_hit,37189.19,512.95
NIFTY_OPTION_CE_20260808_062600,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,99.31,2026-08-08T06:26:00.959790Z,890.37,target_hit,37189.19,512.95
HDFCBANK_SCALP_CE_20260808_062553,HDFCBANK,HDFCBANK,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:25:53.833362Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:26:03.195666Z,0.5,sl_hit,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:26:04.058632Z,0.5,eod_squareoff,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,10000.0,40.0,9800.0,10500.0,8.0,10000.0,20.0,43.76,2026-08-08T06:27:38.538137Z,0.5,eod_squareoff,-9898.76,-98.99
NIFTY_SCALP_CE_20260808_062741,NIFTY,NIFTY,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:27:41.852765Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_SCALP_CE_20260808_062741,RELIANCE,RELIANCE,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:27:41.853764Z,7.34,eod_squareoff,-4290.52,-85.81
HDFCBANK_SCALP_CE_20260808_062741,HDFCBANK,HDFCBANK,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:27:41.855762Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:27:51.708507Z,0.5,sl_hit,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:27:52.529933Z,0.5,eod_squareoff,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,10000.0,40.0,9800.0,10500.0,8.0,10000.0,20.0,43.76,2026-08-08T06:28:15.592383Z,0.5,eod_squareoff,-9898.76,-98.99
NIFTY_SCALP_CE_20260808_062818,NIFTY,NIFTY,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:28:18.430189Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_SCALP_CE_20260808_062818,RELIANCE,RELIANCE,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:28:18.435186Z,7.34,eod_squareoff,-4290.52,-85.81
HDFCBANK_SCALP_CE_20260808_062818,HDFCBANK,HDFCBANK,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:28:18.437597Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:28:28.055364Z,0.5,sl_hit,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,3204.36,2026-08-08T06:28:29.117299Z,10103.11,eod_squareoff,2510093.14,20080.75
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,10000.0,40.0,9800.0,10500.0,8.0,10000.0,20.0,43.76,2026-08-08T06:29:00.576928Z,0.5,eod_squareoff,-9898.76,-98.99
NIFTY_SCALP_CE_20260808_062903,NIFTY,NIFTY,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:29:03.418227Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_SCALP_CE_20260808_062903,RELIANCE,RELIANCE,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:29:03.420225Z,7.34,eod_squareoff,-4290.52,-85.81
HDFCBANK_SCALP_CE_20260808_062903,HDFCBANK,HDFCBANK,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:29:03.422224Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:29:13.082611Z,0.5,sl_hit,-12398.76,-99.19
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,12500.0,50.0,12000.0,13000.0,8.0,12500.0,20.0,43.76,2026-08-08T06:29:13.839210Z,10103.11,eod_squareoff,2513253.74,20106.03
NIFTY_OPTION_CE_20260808_063040,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,24.5,2026-08-08T06:30:40.827818Z,,,,
NIFTY_OPTION_CE_20260808_063040,^NSEI,NIFTY,BUY_CE,OPTION_CE,24200.0,2,50,24210.5,145.0,23847.34,24936.82,8.5,7250.0,20.0,99.31,2026-08-08T06:30:40.705721Z,890.37,target_hit,37189.19,512.95
RELIANCE_1,RELIANCE.NS,RELIANCE,SCALP_CE,SCALP_CE,2500.0,1,250,10000.0,40.0,9800.0,10500.0,8.0,10000.0,20.0,43.76,2026-08-08T06:37:59.308237Z,0.5,eod_squareoff,-9898.76,-98.99
NIFTY_SCALP_CE_20260808_063802,NIFTY,NIFTY,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:38:02.904092Z,7.34,eod_squareoff,-4290.52,-85.81
RELIANCE_SCALP_CE_20260808_063802,RELIANCE,RELIANCE,SCALP_CE,SCALP_CE,1000.0,1,100,1000.0,50.0,985.0,1030.0,8.5,5000.0,20.0,44.52,2026-08-08T06:38:02.906600Z,7.34,eod_squareoff,-4290.52,-85.81
